기간	자치구	동	합계	합계	합계	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형	장애유형
기간	자치구	동	합계	합계	합계	지체	지체	지체	뇌병변	뇌병변	뇌병변	시각	시각	시각	청각	청각	청각	언어	언어	언어	지적장애	지적장애	지적장애	자폐성	자폐성	자폐성	정신장애	정신장애	정신장애	신장장애	신장장애	신장장애	심장장애	심장장애	심장장애	호흡기	호흡기	호흡기	간	간	간	안면	안면	안면	장루요루	장루요루	장루요루	뇌전증	뇌전증	뇌전증
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2018	동작구	신대방1동	820	479	341	364	211	153	100	55	45	83	52	31	112	60	52	6	5	1	57	39	18	17	16	1	23	10	13	38	18	20	2	2	-	3	3	-	6	6	-	1	-	1	5	2	3	3	-	3
2018	동작구	신대방2동	720	428	292	343	198	145	87	47	40	62	38	24	102	56	46	10	9	1	37	25	12	14	13	1	17	9	8	31	22	9	1	-	1	4	2	2	3	3	-	1	1	-	4	3	1	4	2	2
2018	동작구	흑석동	1,098	603	495	519	264	255	110	68	42	104	62	42	147	73	74	14	6	8	64	46	18	10	8	2	48	31	17	53	24	29	3	3	-	6	4	2	9	5	4	-	-	-	10	8	2	1	1	-
2018	동작구	노량진1동	1,263	727	536	573	311	262	137	77	60	136	88	48	182	111	71	14	10	4	70	42	28	12	9	3	50	28	22	52	26	26	3	-	3	5	5	-	10	8	2	1	1	-	14	9	5	4	2	2
2018	동작구	사당2동	893	490	403	390	201	189	96	52	44	115	67	48	139	72	67	7	6	1	39	26	13	15	12	3	21	9	12	51	33	18	3	2	1	3	2	1	6	4	2	-	-	-	7	4	3	1	-	1
2018	관악구	소계	20,264	11,929	8,335	9,424	5,359	4,065	2,042	1,250	792	2,298	1,415	883	2,551	1,489	1,062	153	119	34	1,308	805	503	231	194	37	871	443	428	919	546	373	54	36	18	97	76	21	102	72	30	15	8	7	137	83	54	62	34	28
2018	관악구	보라매동	1,108	616	492	503	274	229	131	72	59	129	73	56	128	72	56	9	5	4	81	45	36	19	16	3	41	17	24	50	31	19	2	1	1	3	2	1	2	1	1	1	-	1	6	5	1	3	2	1
2018	관악구	청림동	679	397	282	303	163	140	82	46	36	77	45	32	92	47	45	5	4	1	35	28	7	11	11	-	25	16	9	32	23	9	-	-	-	4	4	-	7	6	1	-	-	-	4	3	1	2	1	1
2018	관악구	행운동	1,097	651	446	495	286	209	114	58	56	120	91	29	157	90	67	9	8	1	68	42	26	8	4	4	58	29	29	47	31	16	2	-	2	6	6	-	4	1	3	-	-	-	6	3	3	3	2	1
2018	관악구	낙성대동	475	253	222	231	128	103	56	28	28	45	23	22	65	33	32	3	3	-	23	9	14	6	6	-	17	10	7	19	5	14	1	1	-	3	3	-	2	2	-	-	-	-	4	2	2	-	-	-
2018	관악구	중앙동	597	335	262	295	153	142	61	38	23	73	45	28	75	45	30	5	3	2	38	21	17	6	5	1	15	8	7	16	8	8	1	1	-	2	2	-	4	3	1	-	-	-	4	1	3	2	2	-
2018	관악구	인헌동	901	504	397	438	240	198	81	50	31	84	47	37	138	66	72	3	3	-	50	32	18	8	8	-	39	21	18	42	24	18	6	5	1	3	2	1	6	4	2	-	-	-	3	2	1	-	-	-
2018	관악구	남현동	566	327	239	266	145	121	61	36	25	52	30	22	65	40	25	4	3	1	33	19	14	8	6	2	30	18	12	34	22	12	-	-	-	4	3	1	2	1	1	-	-	-	6	4	2	1	-	1
2018	관악구	서원동	847	509	338	386	233	153	84	52	32	115	69	46	106	54	52	9	5	4	48	34	14	7	6	1	22	13	9	40	20	20	2	1	1	6	5	1	5	5	-	1	1	-	10	8	2	6	3	3
2018	관악구	신원동	831	477	354	362	199	163	67	45	22	96	51	45	114	58	56	9	7	2	60	40	20	8	8	-	51	27	24	45	29	16	1	1	-	3	2	1	7	5	2	1	-	1	5	4	1	2	1	1
2018	관악구	서림동	869	540	329	417	246	171	80	56	24	96	64	32	99	65	34	7	6	1	61	36	25	9	9	-	47	20	27	31	20	11	1	1	-	6	5	1	5	4	1	1	-	1	9	8	1	-	-	-
2018	관악구	신사동	904	555	349	435	260	175	81	46	35	107	68	39	105	65	40	4	3	1	72	40	32	8	6	2	38	28	10	38	28	10	1	1	-	5	3	2	2	2	-	-	-	-	5	3	2	3	2	1
2018	관악구	신림동	541	323	218	244	137	107	63	35	28	89	68	21	64	38	26	2	-	2	26	15	11	5	5	-	10	5	5	26	12	14	-	-	-	3	3	-	3	2	1	-	-	-	2	-	2	4	3	1
2018	관악구	난향동	710	422	288	324	196	128	71	48	23	76	40	36	96	58	38	8	6	2	49	27	22	14	10	4	18	5	13	37	20	17	1	1	-	3	3	-	3	2	1	1	-	1	6	4	2	3	2	1
2018	관악구	조원동	736	474	262	345	210	135	71	45	26	90	62	28	100	68	32	9	9	-	44	29	15	7	5	2	21	12	9	35	26	9	2	1	1	2	1	1	2	1	1	1	1	-	7	4	3	-	-	-
2018	관악구	대학동	717	453	264	338	204	134	54	36	18	91	60	31	72	50	22	5	4	1	36	18	18	11	9	2	53	34	19	34	22	12	3	2	1	2	2	-	8	6	2	1	1	-	6	4	2	3	1	2
2018	관악구	은천동	1,719	1,017	702	794	454	340	191	115	76	203	132	71	205	124	81	12	9	3	116	76	40	21	18	3	75	36	39	73	35	38	7	5	2	7	6	1	6	3	3	-	-	-	4	3	1	5	1	4
2018	관악구	성현동	1,525	877	648	736	402	334	150	100	50	171	101	70	170	97	73	7	5	2	108	67	41	19	15	4	65	32	33	62	37	25	3	1	2	5	4	1	9	6	3	2	1	1	10	3	7	8	6	2
2018	관악구	청룡동	921	552	369	430	243	187	82	55	27	106	67	39	124	78	46	5	4	1	58	37	21	7	6	1	44	21	23	42	27	15	5	2	3	4	3	1	6	5	1	1	1	-	7	3	4	-	-	-
2018	관악구	난곡동	1,588	940	648	692	398	294	156	100	56	190	121	69	198	114	84	13	10	3	122	75	47	14	11	3	74	36	38	76	45	31	5	3	2	15	8	7	5	2	3	2	1	1	16	10	6	10	6	4
2018	관악구	삼성동	1,528	866	662	726	406	320	152	88	64	133	68	65	203	118	85	12	11	1	103	64	39	17	14	3	81	39	42	71	37	34	6	5	1	4	3	1	6	6	-	1	1	-	7	4	3	6	2	4
2018	관악구	미성동	1,405	841	564	664	382	282	154	101	53	155	90	65	175	109	66	13	11	2	77	51	26	18	16	2	47	16	31	69	44	25	5	4	1	7	6	1	8	5	3	2	1	1	10	5	5	1	-	1
2018	서초구	소계	10,581	6,199	4,382	4,498	2,520	1,978	1,295	746	549	1,192	748	444	1,336	762	574	91	68	23	723	463	260	259	211	48	350	156	194	534	318	216	29	19	10	61	41	20	114	86	28	3	3	-	73	47	26	23	11	12
2018	서초구	서초1동	472	276	196	191	109	82	73	35	38	47	31	16	58	33	25	3	2	1	26	19	7	13	12	1	21	6	15	24	15	9	-	-	-	3	2	1	8	8	-	-	-	-	3	2	1	2	2	-
2018	서초구	서초2동	298	177	121	116	64	52	38	23	15	38	24	14	45	25	20	4	4	-	16	10	6	11	10	1	12	7	5	12	6	6	1	1	-	-	-	-	1	1	-	-	-	-	1	1	-	3	1	2
2018	서초구	서초3동	699	417	282	284	162	122	77	43	34	86	58	28	97	59	38	9	8	1	42	27	15	22	17	5	22	11	11	39	17	22	1	-	1	7	5	2	5	4	1	1	1	-	6	5	1	1	-	1
2018	서초구	서초4동	453	267	186	189	96	93	60	36	24	53	38	15	48	29	19	7	6	1	27	18	9	18	15	3	5	2	3	29	16	13	3	1	2	3	2	1	5	3	2	-	-	-	6	5	1	-	-	-
2018	서초구	잠원동	609	364	245	262	144	118	88	48	40	67	45	22	71	47	24	4	2	2	32	18	14	25	21	4	17	9	8	26	17	9	-	-	-	2	2	-	4	4	-	-	-	-	9	5	4	2	2	-
2018	서초구	반포본동	200	125	75	93	55	38	27	17	10	17	12	5	24	14	10	1	1	-	12	9	3	7	7	-	1	1	-	14	7	7	-	-	-	2	1	1	2	1	1	-	-	-	-	-	-	-	-	-
2018	서초구	반포1동	532	294	238	247	135	112	64	30	34	59	35	24	62	33	29	4	4	-	27	16	11	9	7	2	15	10	5	28	14	14	1	-	1	5	3	2	3	2	1	-	-	-	6	4	2	2	1	1
2018	서초구	반포2동	254	135	119	109	56	53	34	19	15	29	17	12	34	14	20	2	1	1	9	4	5	9	6	3	8	5	3	14	8	6	1	1	-	1	1	-	3	3	-	-	-	-	1	-	1	-	-	-
2018	서초구	반포3동	326	187	139	131	66	65	46	28	18	30	19	11	49	27	22	3	2	1	16	11	5	12	10	2	7	3	4	23	14	9	3	1	2	1	1	-	4	4	-	-	-	-	1	1	-	-	-	-
2018	서초구	반포4동	364	211	153	150	84	66	43	23	20	36	23	13	50	30	20	5	2	3	25	14	11	7	6	1	12	3	9	20	15	5	1	1	-	2	2	-	8	6	2	1	1	-	4	1	3	-	-	-
2018	서초구	방배본동	469	278	191	199	113	86	61	33	28	60	34	26	61	37	24	3	2	1	24	17	7	8	7	1	16	8	8	26	18	8	-	-	-	1	1	-	9	8	1	-	-	-	-	-	-	1	-	1
2018	서초구	방배1동	464	275	189	205	109	96	49	33	16	67	44	23	63	36	27	5	4	1	20	12	8	5	5	-	12	5	7	24	18	6	-	-	-	1	-	1	6	5	1	-	-	-	5	3	2	2	1	1
2018	서초구	방배2동	756	445	311	343	200	143	85	59	26	86	51	35	103	62	41	8	4	4	47	26	21	7	5	2	23	13	10	32	10	22	2	1	1	2	2	-	8	5	3	-	-	-	9	7	2	1	-	1
2018	서초구	방배3동	603	349	254	248	139	109	76	45	31	64	38	26	77	45	32	3	2	1	40	24	16	15	13	2	21	6	15	37	21	16	3	3	-	5	3	2	5	3	2	1	1	-	8	6	2	-	-	-
2018	서초구	방배4동	616	372	244	257	158	99	77	40	37	93	60	33	78	51	27	7	7	-	27	12	15	9	4	5	18	9	9	31	19	12	3	2	1	5	3	2	9	5	4	-	-	-	1	1	-	1	1	-
2018	서초구	양재1동	1,940	1,085	855	849	477	372	230	128	102	192	117	75	227	107	120	16	10	6	156	86	70	39	32	7	95	42	53	92	58	34	6	4	2	11	8	3	12	9	3	-	-	-	9	5	4	6	2	4
2018	서초구	양재2동	674	415	259	304	173	131	84	56	28	66	43	23	93	58	35	5	5	-	41	26	15	12	9	3	17	9	8	32	22	10	3	3	-	3	2	1	11	8	3	-	-	-	2	1	1	1	-	1
2018	서초구	내곡동	852	527	325	321	180	141	83	50	33	102	59	43	96	55	41	2	2	-	136	114	22	31	25	6	28	7	21	31	23	8	1	1	-	7	3	4	11	7	4	-	-	-	2	-	2	1	1	-
2018	강남구	소계	15,327	8,799	6,528	6,449	3,621	2,828	1,749	1,022	727	1,562	918	644	1,748	916	832	122	86	36	1,026	594	432	555	474	81	857	372	485	804	495	309	55	34	21	110	77	33	131	90	41	18	9	9	92	70	22	49	21	28
2018	강남구	신사동	407	235	172	198	110	88	47	23	24	32	18	14	51	32	19	-	-	-	15	8	7	10	9	1	5	2	3	30	18	12	3	2	1	1	1	-	8	7	1	-	-	-	4	4	-	3	1	2
2018	강남구	논현1동	610	371	239	257	146	111	70	49	21	87	50	37	61	40	21	2	2	-	47	32	15	9	7	2	17	7	10	38	24	14	3	2	1	2	2	-	8	4	4	-	-	-	7	5	2	2	1	1
2018	강남구	논현2동	523	306	217	224	123	101	54	27	27	65	36	29	79	50	29	4	2	2	27	18	9	9	8	1	12	5	7	31	20	11	2	2	-	3	3	-	10	9	1	-	-	-	3	3	-	-	-	-
2018	강남구	삼성1동	292	184	108	131	85	46	39	20	19	26	18	8	34	18	16	5	2	3	16	10	6	14	13	1	6	4	2	16	10	6	-	-	-	1	1	-	2	2	-	1	1	-	1	-	1	-	-	-
2018	강남구	삼성2동	556	354	202	226	148	78	73	47	26	73	48	25	66	36	30	1	1	-	25	17	8	21	17	4	23	14	9	23	11	12	4	1	3	2	1	1	11	8	3	-	-	-	7	5	2	1	-	1
2018	강남구	대치1동	274	169	105	98	54	44	31	14	17	30	18	12	34	24	10	-	-	-	17	9	8	20	18	2	5	4	1	20	14	6	-	-	-	2	1	1	10	7	3	1	-	1	5	5	-	1	1	-
2018	강남구	대치4동	372	207	165	184	105	79	39	22	17	31	16	15	38	16	22	3	1	2	23	16	7	9	7	2	10	2	8	28	17	11	2	1	1	-	-	-	1	-	1	-	-	-	4	4	-	-	-	-
2018	강남구	역삼1동	777	473	304	379	228	151	84	46	38	85	54	31	86	53	33	7	4	3	39	24	15	16	16	-	21	9	12	44	29	15	-	-	-	4	3	1	7	3	4	1	1	-	4	3	1	-	-	-
2018	강남구	역삼2동	662	389	273	294	161	133	76	41	35	77	51	26	66	41	25	5	3	2	34	23	11	18	15	3	23	12	11	54	34	20	1	-	1	3	2	1	5	3	2	1	-	1	5	3	2	-	-	-
2018	강남구	도곡1동	440	253	187	171	88	83	66	47	19	43	26	17	56	28	28	4	1	3	38	24	14	14	11	3	11	6	5	26	16	10	-	-	-	3	3	-	3	3	-	1	-	1	3	-	3	1	-	1
2018	강남구	도곡2동	479	297	182	210	125	85	69	45	24	49	31	18	54	26	28	2	2	-	19	11	8	19	18	1	10	6	4	30	23	7	1	1	-	3	2	1	7	2	5	-	-	-	6	5	1	-	-	-
2018	강남구	개포1동	267	165	102	116	67	49	34	20	14	21	11	10	37	25	12	2	2	-	19	13	6	6	6	-	10	5	5	10	8	2	-	-	-	2	1	1	4	3	1	-	-	-	5	3	2	1	1	-
2018	강남구	개포4동	520	309	211	210	125	85	60	39	21	60	42	18	57	28	29	6	4	2	41	21	20	22	17	5	21	8	13	28	15	13	3	1	2	5	2	3	2	2	-	-	-	-	3	3	-	2	2	-
2018	강남구	일원본동	722	333	389	213	122	91	61	36	25	43	28	15	59	30	29	5	5	-	71	17	54	79	66	13	145	3	142	31	19	12	3	1	2	5	2	3	5	3	2	-	-	-	-	-	-	2	1	1
2018	강남구	일원1동	1,093	602	491	450	242	208	117	65	52	99	57	42	119	58	61	12	8	4	77	35	42	42	35	7	95	51	44	50	28	22	3	2	1	10	7	3	5	3	2	2	1	1	10	9	1	2	1	1
2018	강남구	일원2동	1,173	603	570	443	218	225	133	70	63	117	59	58	174	59	115	6	4	2	94	61	33	45	37	8	86	50	36	43	25	18	2	2	-	16	12	4	1	1	-	3	1	2	2	1	1	8	3	5
2018	강남구	수서동	2,174	1,193	981	915	498	417	211	130	81	215	114	101	211	90	121	16	12	4	154	91	63	36	30	6	242	128	114	109	63	46	8	5	3	22	14	8	1	-	1	5	3	2	9	7	2	20	8	12
2018	강남구	세곡동	1,988	1,172	816	870	488	382	240	137	103	199	116	83	222	135	87	20	15	5	139	85	54	82	66	16	82	44	38	86	55	31	8	5	3	15	11	4	10	6	4	3	2	1	7	5	2	5	2	3
2018	강남구	압구정동	479	272	207	203	110	93	56	40	16	49	29	20	68	28	40	3	3	-	30	16	14	18	18	-	9	1	8	31	20	11	3	1	2	1	1	-	7	5	2	-	-	-	1	-	1	-	-	-
2018	강남구	청담동	565	329	236	244	136	108	67	43	24	66	34	32	65	37	28	6	5	1	40	25	15	16	13	3	9	3	6	32	17	15	3	3	-	3	2	1	10	8	2	-	-	-	4	3	1	-	-	-
2018	강남구	대치2동	641	400	241	264	150	114	86	48	38	62	42	20	69	40	29	12	9	3	45	32	13	38	36	2	12	5	7	32	22	10	3	2	1	6	5	1	9	7	2	-	-	-	2	2	-	1	-	1
2018	강남구	개포2동	312	182	130	149	92	57	36	13	23	33	20	13	42	22	20	1	1	-	16	6	10	11	10	1	3	3	-	12	7	5	3	3	-	1	1	-	5	4	1	-	-	-	-	-	-	-	-	-
2018	강남구	기타	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2018	송파구	소계	20,008	11,837	8,171	9,050	5,126	3,924	2,201	1,322	879	2,043	1,283	760	2,300	1,248	1,052	165	121	44	1,499	928	571	588	513	75	646	346	300	950	550	400	60	38	22	117	84	33	173	138	35	13	8	5	146	92	54	57	40	17
2018	송파구	풍납1동	697	401	296	299	164	135	79	52	27	76	45	31	107	58	49	4	2	2	43	26	17	17	14	3	25	12	13	35	21	14	-	-	-	3	2	1	2	1	1	1	-	1	4	3	1	2	1	1
2018	송파구	풍납2동	811	495	316	361	208	153	93	62	31	80	47	33	95	60	35	10	7	3	59	37	22	23	22	1	31	16	15	36	18	18	4	3	1	4	3	1	7	6	1	1	1	-	4	2	2	3	3	-
2018	송파구	거여1동	610	368	242	316	194	122	49	31	18	64	39	25	69	34	35	6	5	1	49	32	17	13	11	2	12	4	8	24	11	13	-	-	-	3	3	-	2	2	-	-	-	-	1	-	1	2	2	-
2018	송파구	거여2동	941	562	379	357	190	167	85	56	29	83	56	27	92	49	43	6	6	-	210	134	76	27	24	3	31	16	15	25	15	10	2	1	1	10	8	2	7	3	4	2	1	1	2	1	1	2	2	-
2018	송파구	마천1동	1,228	707	521	576	317	259	122	75	47	125	68	57	157	84	73	13	12	1	81	49	32	33	29	4	38	21	17	48	27	21	1	1	-	12	8	4	9	8	1	-	-	-	7	6	1	6	2	4
2018	송파구	마천2동	1,216	697	519	594	343	251	120	73	47	125	73	52	148	73	75	11	7	4	73	45	28	12	10	2	54	34	20	52	22	30	3	1	2	10	6	4	1	1	-	1	1	-	7	6	1	5	2	3
2018	송파구	방이1동	431	259	172	190	116	74	47	25	22	46	30	16	54	36	18	3	2	1	30	15	15	13	10	3	14	4	10	21	13	8	3	1	2	1	-	1	6	4	2	-	-	-	2	2	-	1	1	-
2018	송파구	방이2동	795	476	319	394	221	173	96	53	43	82	59	23	77	42	35	12	11	1	41	31	10	17	15	2	29	20	9	29	12	17	2	1	1	4	2	2	4	3	1	1	1	-	6	4	2	1	1	-
2018	송파구	오륜동	310	175	135	131	60	71	46	29	17	30	17	13	37	25	12	1	-	1	18	11	7	13	12	1	8	2	6	13	9	4	2	1	1	1	-	1	6	5	1	-	-	-	4	4	-	-	-	-
2018	송파구	오금동	1,415	819	596	624	348	276	159	91	68	148	86	62	146	84	62	17	11	6	108	57	51	52	44	8	40	24	16	70	37	33	3	2	1	9	7	2	18	11	7	-	-	-	16	12	4	5	5	-
2018	송파구	송파1동	687	427	260	299	182	117	93	59	34	88	60	28	73	38	35	4	4	-	40	24	16	15	11	4	29	17	12	30	20	10	2	2	-	2	2	-	6	5	1	-	-	-	5	3	2	1	-	1
2018	송파구	송파2동	518	311	207	231	129	102	53	31	22	56	35	21	46	19	27	4	4	-	41	32	9	25	20	5	16	11	5	29	22	7	1	1	-	1	-	1	6	4	2	-	-	-	7	2	5	2	1	1
2018	송파구	석촌동	1,058	635	423	503	302	201	119	71	48	94	66	28	123	65	58	7	4	3	70	40	30	19	17	2	42	24	18	50	24	26	5	2	3	4	4	-	12	10	2	3	2	1	6	3	3	1	1	-
2018	송파구	삼전동	969	575	394	452	265	187	119	67	52	98	54	44	111	60	51	6	5	1	44	32	12	20	18	2	43	21	22	47	29	18	3	2	1	4	4	-	11	10	1	1	1	-	8	5	3	2	2	-
2018	송파구	가락본동	746	469	277	357	216	141	81	45	36	75	54	21	72	46	26	4	4	-	40	26	14	20	17	3	25	15	10	49	29	20	1	1	-	6	5	1	6	4	2	-	-	-	8	5	3	2	2	-
2018	송파구	가락1동	14	8	6	7	5	2	1	-	1	2	1	1	2	1	1	-	-	-	1	-	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2018	송파구	가락2동	926	552	374	412	229	183	94	67	27	118	66	52	101	55	46	8	6	2	69	40	29	29	26	3	23	15	8	47	30	17	2	1	1	6	4	2	6	5	1	1	-	1	8	7	1	2	1	1
2018	송파구	문정1동	598	339	259	257	130	127	64	39	25	46	26	20	70	39	31	10	9	1	68	40	28	20	18	2	14	4	10	33	20	13	3	3	-	4	4	-	2	2	-	-	-	-	1	1	-	6	4	2
2018	송파구	문정2동	525	323	202	239	144	95	56	35	21	46	31	15	66	34	32	7	5	2	30	18	12	19	18	1	5	3	2	25	13	12	3	1	2	10	7	3	14	11	3	-	-	-	5	3	2	-	-	-
2018	송파구	장지동	1,489	890	599	650	367	283	169	95	74	141	94	47	166	94	72	6	2	4	142	93	49	67	61	6	56	22	34	64	46	18	4	3	1	6	5	1	1	1	-	1	1	-	13	5	8	3	1	2
2018	송파구	위례동	752	426	326	336	197	139	80	42	38	83	47	36	90	47	43	7	2	5	57	28	29	25	19	6	15	10	5	47	26	21	1	-	1	3	2	1	2	1	1	-	-	-	4	3	1	2	2	-
2018	송파구	잠실본동	842	487	355	384	211	173	98	61	37	92	61	31	97	49	48	7	5	2	39	32	7	12	10	2	40	17	23	47	25	22	2	2	-	5	3	2	7	5	2	-	-	-	11	5	6	1	1	-
2018	송파구	잠실4동	597	354	243	267	148	119	65	39	26	52	35	17	67	34	33	2	2	-	37	19	18	30	28	2	17	10	7	38	22	16	2	1	1	2	1	1	11	10	1	-	-	-	5	3	2	2	2	-
2018	송파구	잠실6동	357	218	139	141	74	67	49	31	18	43	29	14	52	30	22	3	2	1	18	12	6	12	12	-	10	8	2	17	13	4	2	-	2	-	-	-	3	3	-	-	-	-	6	3	3	1	1	-
2018	송파구	잠실7동	200	125	75	92	46	46	27	18	9	15	14	1	26	15	11	-	-	-	11	8	3	6	6	-	3	1	2	11	8	3	3	3	-	-	-	-	4	4	-	-	-	-	2	2	-	-	-	-
2018	송파구	잠실2동	564	327	237	257	145	112	64	34	30	58	36	22	66	30	36	3	2	1	35	21	14	31	25	6	5	3	2	30	21	9	-	-	-	5	3	2	6	6	-	1	-	1	1	-	1	2	1	1
2018	송파구	잠실3동	712	412	300	324	175	149	73	41	32	77	54	23	90	47	43	4	2	2	45	26	19	17	15	2	21	12	9	33	17	16	6	5	1	2	1	1	14	13	1	-	-	-	3	2	1	3	2	1
2018	강동구	소계	17,380	10,442	6,938	7,993	4,682	3,311	1,923	1,148	775	1,815	1,140	675	2,023	1,160	863	164	118	46	1,315	827	488	387	330	57	566	307	259	744	455	289	44	25	19	89	69	20	119	82	37	20	9	11	121	65	56	57	25	32
2018	강동구	강일동	1,493	853	640	704	377	327	187	106	81	160	101	59	171	94	77	12	6	6	113	70	43	36	34	2	26	17	9	50	22	28	4	2	2	7	6	1	6	5	1	2	1	1	9	7	2	6	5	1
2018	강동구	상일동	485	284	201	206	127	79	73	37	36	40	29	11	60	30	30	5	3	2	50	31	19	12	8	4	10	4	6	20	11	9	-	-	-	3	2	1	3	1	2	-	-	-	3	1	2	-	-	-
2018	강동구	명일1동	779	456	323	338	190	148	90	45	45	69	47	22	94	48	46	10	6	4	69	42	27	18	18	-	26	18	8	42	25	17	2	2	-	5	5	-	8	6	2	-	-	-	6	4	2	2	-	2
2018	강동구	명일2동	468	277	191	202	117	85	40	21	19	55	34	21	64	37	27	8	6	2	37	21	16	12	9	3	10	8	2	20	13	7	2	-	2	3	3	-	5	4	1	-	-	-	8	3	5	2	1	1
2018	강동구	고덕1동	773	468	305	358	224	134	90	52	38	82	47	35	75	39	36	9	8	1	57	34	23	35	32	3	12	5	7	32	19	13	3	-	3	2	1	1	8	4	4	-	-	-	8	2	6	2	1	1
2018	강동구	고덕2동	551	329	222	197	103	94	54	31	23	47	26	21	43	23	20	3	3	-	145	105	40	9	8	1	27	13	14	15	10	5	2	2	-	2	2	-	2	1	1	-	-	-	2	1	1	3	1	2
2018	강동구	암사2동	480	275	205	213	124	89	62	35	27	56	29	27	55	36	19	2	-	2	35	23	12	10	9	1	12	5	7	24	11	13	2	-	2	3	-	3	-	-	-	-	-	-	4	2	2	2	1	1
2018	강동구	암사3동	556	321	235	269	151	118	63	37	26	45	28	17	50	30	20	6	4	2	59	34	25	20	16	4	10	3	7	21	10	11	3	2	1	3	2	1	5	3	2	-	-	-	2	1	1	-	-	-
2018	강동구	천호1동	1,414	852	562	630	372	258	172	108	64	125	82	43	166	93	73	20	14	6	109	59	50	34	32	2	63	35	28	63	40	23	5	3	2	8	6	2	4	3	1	3	1	2	8	3	5	4	1	3
2018	강동구	천호3동	1,337	800	537	632	366	266	136	80	56	156	99	57	162	98	64	15	13	2	85	56	29	17	15	2	56	23	33	53	38	15	2	1	1	7	4	3	4	2	2	3	-	3	8	4	4	1	1	-
2018	강동구	성내1동	652	395	257	289	167	122	84	53	31	75	42	33	78	41	37	7	6	1	34	24	10	20	16	4	9	6	3	37	26	11	1	1	-	4	4	-	8	5	3	1	1	-	2	1	1	3	2	1
2018	강동구	성내2동	1,120	686	434	539	331	208	107	65	42	109	76	33	150	87	63	5	2	3	65	44	21	19	15	4	50	18	32	47	29	18	2	2	-	4	3	1	7	5	2	3	2	1	11	6	5	2	1	1
2018	강동구	성내3동	876	543	333	421	272	149	94	59	35	92	50	42	103	62	41	10	9	1	48	30	18	19	14	5	31	17	14	31	16	15	2	-	2	5	5	-	10	5	5	1	-	1	5	4	1	4	-	4
2018	강동구	둔촌1동	7	4	3	5	3	2	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2018	강동구	둔촌2동	956	577	379	437	251	186	103	64	39	85	53	32	122	72	50	7	6	1	62	39	23	21	18	3	32	17	15	63	45	18	1	1	-	3	2	1	8	4	4	-	-	-	8	4	4	4	1	3
2018	강동구	암사1동	1,661	1,010	651	775	455	320	186	109	77	197	124	73	170	93	77	14	8	6	117	77	40	30	26	4	60	38	22	70	51	19	3	1	2	7	7	-	12	9	3	3	2	1	13	9	4	4	1	3
2018	강동구	천호2동	1,807	1,099	708	860	504	356	174	111	63	212	136	76	217	127	90	19	17	2	110	65	45	36	29	7	57	34	23	64	40	24	6	5	1	11	9	2	13	10	3	3	2	1	14	5	9	11	5	6
2018	강동구	길동	1,965	1,213	752	918	548	370	207	134	73	210	137	73	243	150	93	12	7	5	120	73	47	39	31	8	74	46	28	92	49	43	4	3	1	12	8	4	16	15	1	1	-	1	10	8	2	7	4	3
